,entity_group,value,score,from,nct_id
403,Coreference,arms,0.3310187757015228,primary,NCT00748215
404,Lab_value,grade 3/4 3/4,0.9991588592529297,primary,NCT00748215
405,Sign_symptom,diarrhea,0.9970821142196655,primary,NCT00748215
406,Sign_symptom,Diarrhea diarrhea,0.5686508417129517,primary,NCT00748215
407,Date,within 6 weeks,0.9971238970756531,primary,NCT00748215
408,Biological_structure,arms arm,0.9617444276809692,primary,NCT00748215
409,Diagnostic_procedure,Bayesian futility futility monitoring,0.9970142245292664,primary,NCT00748215
410,Disease_disorder,CASAD CASAD,0.5690611600875854,primary,NCT00748215
411,Date,6 weeks,0.9935276508331299,primary,NCT00748215
412,Medication,PLACEBO,0.995324969291687,primary,NCT00748215
413,Detailed_description,Progression Progression,0.9982098340988159,primary,NCT05745415
414,Coreference,disease disease disease,0.4728914797306061,primary,NCT05745415
415,Duration,100,0.9561650156974792,primary,NCT05745415
416,History,pancreatic,0.40221264958381653,secondary,NCT05745415
417,Outcome,death,0.9593950510025024,secondary,NCT05745415
418,Clinical_event,follow-up,0.998295247554779,secondary,NCT05745415
419,Duration,100,0.549358069896698,secondary,NCT05745415
420,Disease_disorder,HPV HPV,0.592653751373291,primary,NCT03346915
421,Medication,HPV HPV,0.6090896725654602,primary,NCT03346915
422,Dosage,three-dose,0.9591820240020752,primary,NCT03346915
423,Dosage,dose three-dose two-dose,0.7349265217781067,primary,NCT03346915
424,Dosage,two-dose,0.9219709634780884,primary,NCT03346915
425,Medication,vaccine vaccine,0.8953354954719543,primary,NCT03346915
426,Date,within six months months,0.9968655109405518,primary,NCT03346915
427,Diagnostic_procedure,EMR,0.9878022074699402,primary,NCT03346915
428,Date,6 months months,0.9876164197921753,primary,NCT03346915
429,Disease_disorder,HPV HPV HPV HPV,0.8686462044715881,secondary,NCT03346915
430,Biological_structure,Cervical,0.995739221572876,secondary,NCT03346915
431,Biological_structure,cervical,0.9992480874061584,secondary,NCT03346915
432,Therapeutic_procedure,intervention,0.775652289390564,secondary,NCT03346915
433,Lab_value,changes,0.9336307644844055,secondary,NCT03346915
434,Diagnostic_procedure,responses,0.9586289525032043,secondary,NCT03346915
435,Date,6-12 months,0.9996016025543213,secondary,NCT03346915
436,Clinical_event,communication,0.894465446472168,secondary,NCT03346915
437,Disease_disorder,HPV HPV,0.8679251670837402,secondary,NCT03346915
438,Biological_structure,cervical cervical,0.8625960946083069,secondary,NCT03346915
439,Disease_disorder,HPV,0.7355578541755676,secondary,NCT03346915
440,Medication,HPV,0.5582281351089478,secondary,NCT03346915
441,Disease_disorder,cervical cancer,0.987268328666687,secondary,NCT03346915
442,Detailed_description,short,0.9989470839500427,secondary,NCT03346915
443,Other_event,questions questionnaire,0.31053751707077026,secondary,NCT03346915
444,Detailed_description,questionnaire,0.953212559223175,secondary,NCT03346915
445,Lab_value,5 5= point,0.9787193536758423,secondary,NCT03346915
446,Diagnostic_procedure,likert scale,0.7010194659233093,secondary,NCT03346915
447,Lab_value,1=completely,0.997927188873291,secondary,NCT03346915
448,Lab_value,5 5=,0.9025799632072449,secondary,NCT03346915
449,Lab_value,not,0.8996840119361877,secondary,NCT03346915
450,Lab_value,Lower,0.9993728995323181,secondary,NCT03346915
451,Date,one week after,0.9996479153633118,secondary,NCT03346915
452,Nonbiological_location,provider,0.9140045046806335,secondary,NCT03346915
453,Clinical_event,visit,0.9105753302574158,secondary,NCT03346915
454,Duration,study,0.7886345386505127,secondary,NCT03346915
455,Coreference,WoW WoW WoW WoW,0.39599573612213135,secondary,NCT03346915
456,Detailed_description,short questionnaire,0.9680814146995544,secondary,NCT03346915
457,Duration,6 months,0.9994510412216187,secondary,NCT03346915
458,Coreference,WoW WoW WoW WoW,0.35741978883743286,secondary,NCT03346915
459,Detailed_description,short questionnaire,0.9675903916358948,secondary,NCT03346915
460,Duration,12 months,0.9990597367286682,secondary,NCT03346915
461,Lab_value,Partial,0.5133377909660339,primary,NCT00320515
462,Lab_value,Response=30 % % decrease,0.9093410968780518,primary,NCT00320515
463,Disease_disorder,Progressive Disease=20 Disease=small,0.7854037880897522,primary,NCT00320515
464,Lab_value,Disease=20 % %,0.999305009841919,primary,NCT00320515
465,Lab_value,Stable,0.9998303651809692,primary,NCT00320515
466,Disease_disorder,progressive disease disease,0.9944576025009155,primary,NCT00320515
467,Sign_symptom,Tumor,0.9937533736228943,primary,NCT00320515
468,Frequency,every Disease=20 2 12 cycles,0.998134434223175,primary,NCT00320515
469,Duration,6-8,0.7132562398910522,primary,NCT00320515
470,Frequency,6-8 weeks,0.892879843711853,primary,NCT00320515
471,Duration,12 months,0.9785508513450623,primary,NCT00320515
472,Diagnostic_procedure,CR CR,0.6253830194473267,secondary,NCT00320515
473,Diagnostic_procedure,PR PR,0.9975835084915161,secondary,NCT00320515
474,Sign_symptom,progression progression,0.5482434630393982,secondary,NCT00320515
475,Outcome,death death,0.966420590877533,secondary,NCT00320515
476,Disease_disorder,progressive,0.9492136240005493,secondary,NCT00320515
477,Disease_disorder,disease disease,0.33555442094802856,secondary,NCT00320515
478,Disease_disorder,death death,0.6085548400878906,secondary,NCT00320515
479,Coreference,Tumor,0.37855979800224304,secondary,NCT00320515
480,Frequency,every 2 12 cycles,0.9986324310302734,secondary,NCT00320515
481,Duration,6-8,0.930760383605957,secondary,NCT00320515
482,Frequency,6-8,0.6448717713356018,secondary,NCT00320515
483,Duration,weeks,0.5110995173454285,secondary,NCT00320515
484,Duration,12 months,0.9788693189620972,secondary,NCT00320515
485,Coreference,progression progression,0.40260007977485657,secondary,NCT00320515
486,Outcome,death death,0.7670316696166992,secondary,NCT00320515
487,Detailed_description,baseline,0.9779301881790161,secondary,NCT00320515
488,Sign_symptom,Tumor,0.824114203453064,secondary,NCT00320515
489,Frequency,every 2 12 cycles,0.993380069732666,secondary,NCT00320515
490,Duration,6-8,0.9130421876907349,secondary,NCT00320515
491,Frequency,6-8 weeks,0.7452061176300049,secondary,NCT00320515
492,Duration,12 months,0.8135340213775635,secondary,NCT00320515
493,Diagnostic_procedure,survival,0.6766502857208252,secondary,NCT00320515
494,Outcome,death death,0.6748664975166321,secondary,NCT00320515
495,Frequency,every every 2 12 cycles,0.9985666275024414,secondary,NCT00320515
496,Frequency,every every 3 months months,0.9982067942619324,secondary,NCT00320515
497,Therapeutic_procedure,therapy post-therapy,0.39102524518966675,secondary,NCT00320515
498,Duration,months months,0.8030052781105042,secondary,NCT00320515
499,Lab_value,survival,0.5723820924758911,primary,NCT00182715
500,Duration,2,0.9363436102867126,primary,NCT00182715
501,Date,years,0.690467894077301,primary,NCT00182715
502,Lab_value,Progression-free,0.9934644103050232,secondary,NCT00182715
503,Lab_value,Progression-free survival,0.7551645040512085,secondary,NCT00182715
504,Date,2 years,0.9563503265380859,secondary,NCT00182715
505,Lab_value,Failure-free,0.9832483530044556,secondary,NCT00182715
506,Sign_symptom,Failure-free survival,0.7504661679267883,secondary,NCT00182715
507,Duration,2,0.5344761610031128,secondary,NCT00182715
508,Date,years,0.959494411945343,secondary,NCT00182715
509,Diagnostic_procedure,RECIST,0.9999247789382935,secondary,NCT00182715
510,Diagnostic_procedure,RECIST criteria,0.9609634280204773,secondary,NCT00182715
511,Date,12 and 24 weeks,0.8303095698356628,secondary,NCT00182715
512,Sign_symptom,Toxicity Toxicity,0.7827643752098083,secondary,NCT00182715
513,Diagnostic_procedure,NCI,0.9963738918304443,secondary,NCT00182715
514,Lab_value,3,0.9886407852172852,secondary,NCT00182715
515,Clinical_event,follow-up,0.9423300623893738,secondary,NCT00182715
516,Date,2 years,0.7947598099708557,secondary,NCT00182715
517,Disease_disorder,DLTs DLT,0.9961777925491333,primary,NCT00925015
518,Sign_symptom,adverse,0.9802283644676208,primary,NCT00925015
519,Disease_disorder,DLTs,0.950676679611206,primary,NCT00925015
520,Detailed_description,adverse,0.6134380102157593,primary,NCT00925015
521,Lab_value,Grade Grade Grade Grade Grade 4 4 4 4,0.8777973651885986,primary,NCT00925015
522,Sign_symptom,neutropenia neutropenia,0.9999544620513916,primary,NCT00925015
523,Lab_value,Grade Grade Grade Grade Grade 3 38.5°C 3,0.9803221225738525,primary,NCT00925015
524,Lab_value,4 4 4 4,0.7709826827049255,primary,NCT00925015
525,Sign_symptom,fever,0.9999489784240723,primary,NCT00925015
526,Lab_value,38.5°C,0.8063935041427612,primary,NCT00925015
527,Lab_value,Grade Grade Grade Grade Grade,0.5613596439361572,primary,NCT00925015
528,Sign_symptom,therapy the the with thrombocytopenia,0.9951747059822083,primary,NCT00925015
529,Sign_symptom,thrombocytopenia,0.8779177665710449,primary,NCT00925015
530,Detailed_description,inadequately,0.9190196394920349,primary,NCT00925015
531,Detailed_description,treated,0.5429069399833679,primary,NCT00925015
532,Sign_symptom,diarrhea,0.9902751445770264,primary,NCT00925015
533,Sign_symptom,nausea,0.9999158382415771,primary,NCT00925015
534,Sign_symptom,hyperglycemia,0.5727530121803284,primary,NCT00925015
535,Detailed_description,transient,0.9999411106109619,primary,NCT00925015
536,Lab_value,abnormality,0.8237652778625488,primary,NCT00925015
537,History,infusion,0.6211625337600708,primary,NCT00925015
538,History,adverse experiences,0.744269847869873,primary,NCT00925015
539,Activity,study,0.3178938329219818,primary,NCT00925015
540,History,therapy,0.8046689629554749,primary,NCT00925015
541,Duration,Four weeks,0.9824576377868652,primary,NCT00925015
542,Detailed_description,Cycle 1,0.8328056335449219,primary,NCT00925015
543,Duration,28,0.771929144859314,primary,NCT00925015
544,Disease_disorder,Adverse,0.953544557094574,primary,NCT00925015
545,Disease_disorder,AE AE,0.9991045594215393,primary,NCT00925015
546,Sign_symptom,adverse change,0.9988218545913696,primary,NCT00925015
547,Sign_symptom,preexisting condition,0.8228855729103088,primary,NCT00925015
548,Date,4 weeks after,0.9381523132324219,primary,NCT00925015
549,Diagnostic_procedure,Human Anti-Human Anti-Human Antibody,0.9997860193252563,secondary,NCT00925015
550,Diagnostic_procedure,HAHA,0.9967895150184631,secondary,NCT00925015
551,Diagnostic_procedure,Sera,0.9994439482688904,secondary,NCT00925015
552,Frequency,every 6 weeks weeks weeks weeks,0.9992333054542542,secondary,NCT00925015
553,Frequency,4,0.5291493535041809,secondary,NCT00925015
554,Duration,weeks weeks weeks weeks,0.8361616134643555,secondary,NCT00925015
555,Duration,8 weeks weeks weeks weeks,0.795519232749939,secondary,NCT00925015
556,Duration,12 weeks weeks weeks weeks,0.9401283860206604,secondary,NCT00925015
557,Detailed_description,sandwich format enzyme-linked immunosorbent,0.9121406078338623,secondary,NCT00925015
558,Diagnostic_procedure,immunosorbent assay,0.8966001868247986,secondary,NCT00925015
559,Diagnostic_procedure,ELISA,0.9981011748313904,secondary,NCT00925015
560,Disease_disorder,HAHA,0.9968690276145935,secondary,NCT00925015
561,Duration,to to to 12 weeks,0.6708285212516785,secondary,NCT00925015
562,Date,after,0.6259766817092896,secondary,NCT00925015
563,Medication,dalotuzumab,0.9998601675033569,secondary,NCT00925015
564,Duration,349 days,0.9957011342048645,secondary,NCT00925015
565,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.9740443825721741,secondary,NCT00925015
566,Dosage,10 10 mg/kg mg/kg,0.9969730377197266,secondary,NCT00925015
567,Medication,Cetuximab,0.9998315572738647,secondary,NCT00925015
568,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9972162246704102,secondary,NCT00925015
569,Medication,Maximum Cetuximab,0.90156489610672,secondary,NCT00925015
570,Medication,Irinotecan,0.9998331069946289,secondary,NCT00925015
571,Dosage,10 1 1 10,0.9552057385444641,secondary,NCT00925015
572,Administration,intravenous,0.9995183944702148,secondary,NCT00925015
573,Administration,intravenous infusion,0.907066822052002,secondary,NCT00925015
574,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
575,Detailed_description,plasma,0.9998151659965515,secondary,NCT00925015
576,Medication,Dalotuzumab,0.9317405819892883,secondary,NCT00925015
577,Medication,cetuximab/irinotecan,0.9998732805252075,secondary,NCT00925015
578,Medication,Tmax plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9987607002258301,secondary,NCT00925015
579,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.9238681197166443,secondary,NCT00925015
580,Date,Day Day Day Day 22. 22,0.986485481262207,secondary,NCT00925015
581,Time,0.5 The with h h,0.9855520129203796,secondary,NCT00925015
582,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.9925374388694763,secondary,NCT00925015
583,Administration,infusion infusion infusion,0.986860454082489,secondary,NCT00925015
584,Other_entity,0.5 5,0.3496469259262085,secondary,NCT00925015
585,Dosage,", , , , , , , , , , 8 48 168 , , , , , , , , , , 24 , , , , , , , , , , 30 , , , , , , , , , , 48 , , , , , , , , , , 96 and and and",0.46233466267585754,secondary,NCT00925015
586,Detailed_description,168,0.19296033680438995,secondary,NCT00925015
587,Time,The with h h after after,0.4616294503211975,secondary,NCT00925015
588,Medication,dalotuzumab,0.967454731464386,secondary,NCT00925015
589,Therapeutic_procedure,Infusion In,0.5142237544059753,secondary,NCT00925015
590,Administration,Infusion infusion,0.8644148111343384,secondary,NCT00925015
591,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.9493635296821594,secondary,NCT00925015
592,Dosage,10 10 mg/kg mg/kg,0.9989064931869507,secondary,NCT00925015
593,Medication,Ceoi Cetuximab,0.9996484518051147,secondary,NCT00925015
594,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9982008934020996,secondary,NCT00925015
595,Medication,Cetuximab,0.7677269577980042,secondary,NCT00925015
596,Medication,Irinotecan,0.9998107552528381,secondary,NCT00925015
597,Dosage,10 1 1 10,0.97573322057724,secondary,NCT00925015
598,Administration,intravenous,0.9993768334388733,secondary,NCT00925015
599,Administration,infusion,0.8147087097167969,secondary,NCT00925015
600,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
601,Detailed_description,plasma,0.9998983144760132,secondary,NCT00925015
602,Medication,Dalotuzumab,0.8252314329147339,secondary,NCT00925015
603,Medication,cetuximab/irinotecan,0.9998687505722046,secondary,NCT00925015
604,Medication,plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9983653426170349,secondary,NCT00925015
605,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.8174824714660645,secondary,NCT00925015
606,Frequency,Day Day Day Day,0.42681989073753357,secondary,NCT00925015
607,Date,Day Day Day Day 22. 22,0.9748910665512085,secondary,NCT00925015
608,Time,0.5 The with h h,0.985186755657196,secondary,NCT00925015
609,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.9921277761459351,secondary,NCT00925015
610,Administration,infusion infusion infusion,0.9882773756980896,secondary,NCT00925015
611,Other_entity,0.5 5,0.29675790667533875,secondary,NCT00925015
612,Dosage,", , , , , , , , , , 8 48 168 , , , , , , , , , , 24 , , , , , , , , , , 30 , , , , , , , , , , 48 , , , , , , , , , , 96 and and and 168 The with h h",0.4840203821659088,secondary,NCT00925015
613,Time,after after,0.6526840925216675,secondary,NCT00925015
614,Medication,dalotuzumab,0.9678376913070679,secondary,NCT00925015
615,Diagnostic_procedure,Cmax,0.6914991140365601,secondary,NCT00925015
616,Disease_disorder,Maximum Cmax,0.5237962007522583,secondary,NCT00925015
617,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.9451186656951904,secondary,NCT00925015
618,Dosage,10 10 mg/kg mg/kg,0.9990618228912354,secondary,NCT00925015
619,Medication,Cetuximab,0.9998651742935181,secondary,NCT00925015
620,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.998233437538147,secondary,NCT00925015
621,Medication,Maximum Cetuximab,0.7142302393913269,secondary,NCT00925015
622,Medication,Cmax Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9982572197914124,secondary,NCT00925015
623,Medication,Dalotuzumab Dalotuzumab Combination Cetuximab Dalotuzumab,0.7045160531997681,secondary,NCT00925015
624,Medication,Irinotecan,0.999850869178772,secondary,NCT00925015
625,Dosage,10 1 1 10,0.784699559211731,secondary,NCT00925015
626,Date,10 1 1 10,0.6485846638679504,secondary,NCT00925015
627,Administration,intravenous,0.9993288516998291,secondary,NCT00925015
628,Administration,intravenous infusion,0.880273163318634,secondary,NCT00925015
629,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
630,Detailed_description,plasma,0.9999161958694458,secondary,NCT00925015
631,Medication,Dalotuzumab,0.8948721885681152,secondary,NCT00925015
632,Medication,cetuximab/irinotecan,0.9998753070831299,secondary,NCT00925015
633,Medication,Cmax plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9986922144889832,secondary,NCT00925015
634,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.9436415433883667,secondary,NCT00925015
635,Frequency,Day Day Day Day,0.3624125123023987,secondary,NCT00925015
636,Date,Day Day Day Day 22. 22,0.9893602132797241,secondary,NCT00925015
637,Time,0.5 The with h h,0.9861042499542236,secondary,NCT00925015
638,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.994187593460083,secondary,NCT00925015
639,Administration,infusion infusion infusion,0.9876613616943359,secondary,NCT00925015
640,Other_entity,0.5 5,0.3626311421394348,secondary,NCT00925015
641,Dosage,", , , , , , , , , , 8 48 168 , , , , , , , , , , 24 , , , , , , , , , , 30 , , , , , , , , , , 48 , , , , , , , , , ,",0.45582860708236694,secondary,NCT00925015
642,Frequency,96,0.3600476086139679,secondary,NCT00925015
643,Dosage,and and and,0.2383027821779251,secondary,NCT00925015
644,Detailed_description,168,0.17844903469085693,secondary,NCT00925015
645,Time,The with h h after after,0.4718555808067322,secondary,NCT00925015
646,Medication,dalotuzumab,0.9477521777153015,secondary,NCT00925015
647,Lab_value,Terminal,0.901742160320282,secondary,NCT00925015
648,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.8752077221870422,secondary,NCT00925015
649,Dosage,10 10 mg/kg mg/kg,0.9979914426803589,secondary,NCT00925015
650,Medication,Cetuximab,0.9997401833534241,secondary,NCT00925015
651,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9984142780303955,secondary,NCT00925015
652,Medication,Irinotecan,0.9997814297676086,secondary,NCT00925015
653,Dosage,T1/2 10 1 1 10,0.9555873274803162,secondary,NCT00925015
654,Date,T1/2 10 1 1 10,0.5204406380653381,secondary,NCT00925015
655,Date,22,0.693179190158844,secondary,NCT00925015
656,Administration,intravenous,0.9994489550590515,secondary,NCT00925015
657,Administration,infusion,0.8356074690818787,secondary,NCT00925015
658,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
659,Lab_value,T1/2,0.9743351340293884,secondary,NCT00925015
660,Detailed_description,plasma,0.9998942613601685,secondary,NCT00925015
661,Medication,Dalotuzumab,0.9133179187774658,secondary,NCT00925015
662,Medication,cetuximab/irinotecan,0.999876856803894,secondary,NCT00925015
663,Medication,plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9979957342147827,secondary,NCT00925015
664,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.9793518781661987,secondary,NCT00925015
665,Date,Day Day Day Day 22. 22,0.7522395253181458,secondary,NCT00925015
666,Time,0.5 The with h h,0.9616812467575073,secondary,NCT00925015
667,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.9954094290733337,secondary,NCT00925015
668,Administration,infusion infusion infusion,0.9836733341217041,secondary,NCT00925015
669,Other_entity,0.5 5,0.21825261414051056,secondary,NCT00925015
670,Detailed_description,", , , , , , , , , ,",0.3069503903388977,secondary,NCT00925015
671,Dosage,"8 48 168 , , , , , , , , , , 24 , , , , , , , , , , 30",0.39886191487312317,secondary,NCT00925015
672,Detailed_description,", , , , , , , , , , 48 , , , , , , , , , , 96 and and and 168",0.5398107767105103,secondary,NCT00925015
673,Time,The with h h after after,0.38263824582099915,secondary,NCT00925015
674,Medication,dalotuzumab,0.8944902420043945,secondary,NCT00925015
675,Therapeutic_procedure,Plasma,0.5011630654335022,secondary,NCT00925015
676,Therapeutic_procedure,CL,0.35222965478897095,secondary,NCT00925015
677,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.9588403105735779,secondary,NCT00925015
678,Dosage,10 10 mg/kg mg/kg,0.9991766810417175,secondary,NCT00925015
679,Medication,Cetuximab,0.9998617172241211,secondary,NCT00925015
680,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9981704950332642,secondary,NCT00925015
681,Medication,Irinotecan,0.9998593330383301,secondary,NCT00925015
682,Dosage,10 1 1 10,0.7105198502540588,secondary,NCT00925015
683,Date,10 1 1 10,0.7307016849517822,secondary,NCT00925015
684,Administration,intravenous,0.9994043111801147,secondary,NCT00925015
685,Administration,intravenous infusion,0.8511000275611877,secondary,NCT00925015
686,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
687,Detailed_description,plasma,0.999907374382019,secondary,NCT00925015
688,Medication,Dalotuzumab,0.8758859634399414,secondary,NCT00925015
689,Medication,cetuximab/irinotecan,0.999869704246521,secondary,NCT00925015
690,Medication,plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9991344809532166,secondary,NCT00925015
691,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.924091637134552,secondary,NCT00925015
692,Frequency,Day Day Day Day,0.35704943537712097,secondary,NCT00925015
693,Date,Day Day Day Day 22. 22,0.9537593126296997,secondary,NCT00925015
694,Administration,predose,0.6069420576095581,secondary,NCT00925015
695,Time,0.5 The with h h,0.9869037866592407,secondary,NCT00925015
696,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.9968320727348328,secondary,NCT00925015
697,Administration,infusion infusion infusion,0.9913433790206909,secondary,NCT00925015
698,Other_entity,0.5 5,0.30729910731315613,secondary,NCT00925015
699,Dosage,", , , , , , , , , , 8 48 168 , , , , , , , , , , 24 , , , , , , , , , , 30 , , , , , , , , , , 48 , , , , , , , , , , 96 and and and 168",0.4799439013004303,secondary,NCT00925015
700,Time,The with h h after after,0.4260100722312927,secondary,NCT00925015
701,Medication,dalotuzumab,0.919145941734314,secondary,NCT00925015
702,Detailed_description,Steady-state,0.6495693325996399,secondary,NCT00925015
703,Diagnostic_procedure,Steady-state,0.5855361223220825,secondary,NCT00925015
704,Diagnostic_procedure,Distribution,0.9876403212547302,secondary,NCT00925015
705,Diagnostic_procedure,Vss,0.9599462151527405,secondary,NCT00925015
706,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.9328382015228271,secondary,NCT00925015
707,Dosage,10 10 mg/kg mg/kg,0.9980671405792236,secondary,NCT00925015
708,Medication,Cetuximab,0.9997822642326355,secondary,NCT00925015
709,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9979008436203003,secondary,NCT00925015
710,Medication,Irinotecan,0.9998393058776855,secondary,NCT00925015
711,Dosage,10 1 1 10,0.42497316002845764,secondary,NCT00925015
712,Date,22,0.5081561803817749,secondary,NCT00925015
713,Administration,intravenous,0.9994789958000183,secondary,NCT00925015
714,Administration,intravenous infusion,0.825728714466095,secondary,NCT00925015
715,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
716,Detailed_description,plasma,0.9999098777770996,secondary,NCT00925015
717,Medication,Dalotuzumab,0.970231294631958,secondary,NCT00925015
718,Medication,cetuximab/irinotecan,0.9998698234558105,secondary,NCT00925015
719,Medication,plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9988253712654114,secondary,NCT00925015
720,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.8820669054985046,secondary,NCT00925015
721,Date,Day Day Day Day 22. 22,0.9826494455337524,secondary,NCT00925015
722,Time,0.5 The with h h,0.9833077192306519,secondary,NCT00925015
723,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.9945173859596252,secondary,NCT00925015
724,Administration,infusion infusion infusion,0.9891921877861023,secondary,NCT00925015
725,Other_entity,0.5 5,0.340597540140152,secondary,NCT00925015
726,Dosage,", , , , , , , , , , 8 48 168 , , , , , , , , , , 24 , , , , , , , , , , 30 , , , , , , , , , , 48 , , , , , , , , , ,",0.43377697467803955,secondary,NCT00925015
727,Frequency,96,0.31592363119125366,secondary,NCT00925015
728,Dosage,and and and,0.20311543345451355,secondary,NCT00925015
729,Detailed_description,168,0.23334766924381256,secondary,NCT00925015
730,Time,The with h h after after,0.4275897741317749,secondary,NCT00925015
731,Medication,dalotuzumab,0.9618628621101379,secondary,NCT00925015
732,Time,0-24 AUC0-24 Hours,0.986627995967865,secondary,NCT00925015
733,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.9037310481071472,secondary,NCT00925015
734,Dosage,10 10 mg/kg mg/kg,0.9935311079025269,secondary,NCT00925015
735,Medication,Cetuximab,0.9998283386230469,secondary,NCT00925015
736,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9906213283538818,secondary,NCT00925015
737,Medication,Irinotecan,0.9998281002044678,secondary,NCT00925015
738,Dosage,10 1 1 10,0.9844506978988647,secondary,NCT00925015
739,Duration,Days 10 1 1 10,0.6848354935646057,secondary,NCT00925015
740,Administration,intravenous,0.9992395639419556,secondary,NCT00925015
741,Administration,intravenous infusion,0.8904969096183777,secondary,NCT00925015
742,Dosage,10 10,0.9994601607322693,secondary,NCT00925015
743,Dosage,1 15,0.9955862760543823,secondary,NCT00925015
744,Diagnostic_procedure,AUC0-24,0.8286631107330322,secondary,NCT00925015
745,Detailed_description,AUC0-24,0.8564994931221008,secondary,NCT00925015
746,Detailed_description,plasma,0.9998981952667236,secondary,NCT00925015
747,Medication,Dalotuzumab,0.9998311996459961,secondary,NCT00925015
748,Medication,Dalotuzumab dalotuzumab,0.8352522850036621,secondary,NCT00925015
749,Medication,cetuximab/irinotecan,0.9998757839202881,secondary,NCT00925015
750,Medication,plasma Dalotuzumab cetuximab/irinotecan dalotuzumab,0.9981789588928223,secondary,NCT00925015
751,Medication,Dalotuzumab combination cetuximab/irinotecan dalotuzumab,0.897853672504425,secondary,NCT00925015
752,Date,Day Day Day Day 22. 22,0.8304669260978699,secondary,NCT00925015
753,Time,0.5 The with h h,0.9525860548019409,secondary,NCT00925015
754,Administration,determined in combination cetuximab/irinotecan infusion infusion initiation infusion,0.9954191446304321,secondary,NCT00925015
755,Administration,infusion infusion infusion,0.964970588684082,secondary,NCT00925015
756,Frequency,", , , , , , 8 and and and AUC0-24 24 The with h h",0.5841838121414185,secondary,NCT00925015
757,Time,after after,0.43216902017593384,secondary,NCT00925015
758,Medication,dalotuzumab,0.9871994853019714,secondary,NCT00925015
759,Dosage,0-168 AUC0-168 10 10,0.7543787956237793,secondary,NCT00925015
760,Time,Concentration-time 0-168 Post-dose AUC0-168,0.28251028060913086,secondary,NCT00925015
761,Quantitative_concept,0-168 AUC0-168,0.36206483840942383,secondary,NCT00925015
762,Time,Hours,0.3612917959690094,secondary,NCT00925015
763,Medication,Dalotuzumab Dalotuzumab Dalotuzumab,0.8937307596206665,secondary,NCT00925015
764,Dosage,10 10 mg/kg mg/kg,0.9923340082168579,secondary,NCT00925015
765,Medication,Cetuximab,0.9998300075531006,secondary,NCT00925015
766,Medication,Dalotuzumab Dalotuzumab Cetuximab Dalotuzumab,0.9906563758850098,secondary,NCT00925015
767,Medication,Irinotecan,0.9998327493667603,secondary,NCT00925015
768,Dosage,0-168 AUC0-168 10 1 1 10,0.9664775729179382,secondary,NCT00925015
769,Duration,Days 0-168 AUC0-168 10 1 1 10,0.7210991382598877,secondary,NCT00925015
770,Administration,intravenous,0.9992427825927734,secondary,NCT00925015
771,Administration,intravenous infusion,0.8902248740196228,secondary,NCT00925015
772,Dosage,10 10,0.99941086769104,secondary,NCT00925015
